ÈÕÆÚ,ÖÐ¼ä¼Û,³®Âò¼Û,»ãÂò¼Û,³®/»ãÂô¼Û,ÕÇµø¶î,ÕÇµø·ù
2015-01-01,5.1371,5.0075,5.1670,5.2032,0.0000,0.0000%
2014-12-31,5.1371,5.0113,5.1708,5.2072,0.0418,0.8204%
2014-12-30,5.0953,5.0046,5.1640,5.2002,-0.0058,-0.1137%
2014-12-29,5.1011,4.9887,5.1475,5.1837,-0.0022,-0.0431%
2014-12-28,5.1033,4.9844,5.1431,5.1793,0.0000,0.0000%
2014-12-27,5.1033,4.9844,5.1431,5.1793,0.0000,0.0000%
2014-12-26,5.1033,4.9844,5.1431,5.1793,-0.0025,-0.0490%
2014-12-25,5.1058,4.9835,5.1421,5.1783,0.0083,0.1628%
2014-12-24,5.0975,4.9831,5.1417,5.1779,-0.0186,-0.3636%
2014-12-23,5.1161,5.0048,5.1642,5.2004,-0.0299,-0.5810%
2014-12-22,5.1460,5.0153,5.1750,5.2114,-0.0097,-0.1881%
2014-12-21,5.1557,5.0269,5.1870,5.2234,0.0000,0.0000%
2014-12-20,5.1557,5.0264,5.1865,5.2229,0.0000,0.0000%
2014-12-19,5.1557,5.0269,5.1870,5.2234,-0.0136,-0.2631%
2014-12-18,5.1693,5.0353,5.1957,5.2321,-0.0762,-1.4527%
2014-12-17,5.2455,5.1137,5.2766,5.3136,0.0366,0.7026%
2014-12-16,5.2089,5.1484,5.3123,5.3497,0.0310,0.5987%
2014-12-15,5.1779,5.0401,5.2005,5.2371,0.0133,0.2575%
2014-12-14,5.1646,5.0495,5.2103,5.2469,0.0000,0.0000%
2014-12-13,5.1646,5.0495,5.2103,5.2469,0.0000,0.0000%
2014-12-12,5.1646,5.0495,5.2103,5.2469,-0.0483,-0.9265%
2014-12-11,5.2129,5.0460,5.2067,5.2433,0.0703,1.3670%
2014-12-10,5.1426,5.0055,5.1649,5.2011,0.0604,1.1885%
2014-12-09,5.0822,4.9839,5.1426,5.1788,0.0277,0.5480%
2014-12-08,5.0545,4.9261,5.0829,5.1187,-0.0719,-1.4025%
2014-12-07,5.1264,4.8856,5.0412,5.0766,0.0000,0.0000%
2014-12-06,5.1264,4.8856,5.0412,5.0766,0.0000,0.0000%
2014-12-05,5.1264,4.8856,5.0412,5.0766,-0.0004,-0.0078%
2014-12-04,5.1268,4.9556,5.1133,5.1493,-0.0238,-0.4621%
2014-12-03,5.1506,4.9735,5.1319,5.1679,-0.0374,-0.7209%
2014-12-02,5.1880,4.9927,5.1517,5.1879,-0.0058,-0.1117%
2014-12-01,5.1938,5.0166,5.1763,5.2127,0.0001,0.0019%
2014-11-30,5.1937,5.0081,5.1676,5.2038,0.0000,0.0000%
2014-11-29,5.1937,5.0081,5.1676,5.2038,0.0000,0.0000%
2014-11-28,5.1937,5.0081,5.1676,5.2038,-0.0224,-0.4294%
2014-11-27,5.2161,5.0454,5.2060,5.2426,0.0086,0.1651%
2014-11-26,5.2075,5.0346,5.1950,5.2314,0.0127,0.2445%
2014-11-25,5.1948,5.0161,5.1758,5.2122,-0.0238,-0.4561%
2014-11-24,5.2186,5.0162,5.1759,5.2123,0.0218,0.4195%
2014-11-23,5.1968,5.0150,5.1747,5.2111,0.0000,0.0000%
2014-11-22,5.1968,5.0150,5.1747,5.2111,0.0000,0.0000%
2014-11-21,5.1968,5.0150,5.1747,5.2111,0.0026,0.0501%
2014-11-20,5.1942,4.9905,5.1494,5.1856,-0.0477,-0.9100%
2014-11-19,5.2419,5.0242,5.1842,5.2206,-0.0231,-0.4387%
2014-11-18,5.2650,5.0625,5.2237,5.2603,-0.0029,-0.0551%
2014-11-17,5.2679,5.0959,5.2581,5.2951,-0.0227,-0.4291%
2014-11-16,5.2906,5.0904,5.2525,5.2893,0.0000,0.0000%
2014-11-15,5.2906,5.0904,5.2525,5.2893,0.0000,0.0000%
2014-11-14,5.2906,5.0904,5.2525,5.2893,-0.0238,-0.4478%
2014-11-13,5.3144,5.1175,5.2805,5.3175,0.0148,0.2793%
2014-11-12,5.2996,5.1365,5.3001,5.3373,-0.0433,-0.8104%
2014-11-11,5.3429,5.1002,5.2626,5.2996,-0.0317,-0.5898%
2014-11-10,5.3746,5.1796,5.3445,5.3821,0.0376,0.7045%
2014-11-09,5.3370,5.1478,5.3117,5.3491,0.0000,0.0000%
2014-11-08,5.3370,5.1478,5.3117,5.3491,0.0000,0.0000%
2014-11-07,5.3370,5.1478,5.3117,5.3491,-0.0197,-0.3678%
2014-11-06,5.3567,5.1507,5.3147,5.3521,-0.0455,-0.8422%
2014-11-05,5.4022,5.1447,5.3086,5.3458,-0.0008,-0.0148%
2014-11-04,5.4030,5.2073,5.3731,5.4109,-0.0444,-0.8151%
2014-11-03,5.4474,5.1961,5.3616,5.3992,-0.1688,-3.0056%
2014-11-02,5.6162,5.2552,5.4226,5.4606,0.0000,0.0000%
2014-11-01,5.6162,5.2548,5.4222,5.4602,0.0000,0.0000%
2014-10-31,5.6162,5.2589,5.4263,5.4645,-0.0196,-0.3478%
2014-10-30,5.6358,5.4215,5.5942,5.6334,-0.0359,-0.6330%
2014-10-29,5.6717,5.4566,5.6303,5.6699,-0.0177,-0.3111%
2014-10-28,5.6894,5.4750,5.6494,5.6890,0.0081,0.1426%
2014-10-27,5.6813,5.4767,5.6511,5.6907,-0.0033,-0.0581%
2014-10-26,5.6846,5.4676,5.6417,5.6813,0.0000,0.0000%
2014-10-25,5.6846,5.4676,5.6417,5.6813,0.0000,0.0000%
2014-10-24,5.6846,5.4676,5.6417,5.6813,-0.0466,-0.8131%
2014-10-23,5.7312,5.4818,5.6563,5.6961,-0.0073,-0.1272%
2014-10-22,5.7385,5.5137,5.6892,5.7292,-0.0059,-0.1027%
2014-10-21,5.7444,5.5359,5.7121,5.7523,0.0103,0.1796%
2014-10-20,5.7341,5.5244,5.7003,5.7403,-0.0371,-0.6428%
2014-10-19,5.7712,5.5415,5.7179,5.7581,0.0000,0.0000%
2014-10-18,5.7712,5.5415,5.7179,5.7581,0.0000,0.0000%
2014-10-17,5.7712,5.5415,5.7179,5.7581,-0.0200,-0.3454%
2014-10-16,5.7912,5.5893,5.7672,5.8078,0.0635,1.1086%
2014-10-15,5.7277,5.5658,5.7430,5.7834,-0.0035,-0.0611%
2014-10-14,5.7312,5.5409,5.7173,5.7575,0.0017,0.0297%
2014-10-13,5.7295,5.5077,5.6830,5.7230,0.0272,0.4770%
2014-10-12,5.7023,5.4974,5.6725,5.7123,0.0000,0.0000%
2014-10-11,5.7023,5.4983,5.6734,5.7132,0.0000,0.0000%
2014-10-10,5.7023,5.4974,5.6725,5.7123,0.0239,0.4209%
2014-10-09,5.6784,5.5021,5.6773,5.7171,-0.0056,-0.0985%
2014-10-08,5.6840,5.4736,5.6479,5.6875,0.0598,1.0633%
2014-10-07,5.6242,5.4413,5.6146,5.6540,0.0000,0.0000%
2014-10-06,5.6242,5.4037,5.5757,5.6149,0.0000,0.0000%
2014-10-05,5.6242,5.4016,5.5736,5.6128,0.0000,0.0000%
2014-10-04,5.6242,5.4016,5.5736,5.6128,0.0000,0.0000%
2014-10-03,5.6242,5.4539,5.6275,5.6671,0.0000,0.0000%
2014-10-02,5.6242,5.4374,5.6105,5.6499,0.0000,0.0000%
2014-10-01,5.6242,5.3962,5.5680,5.6072,0.0000,0.0000%
2014-09-30,5.6242,5.4066,5.5787,5.6179,-0.0027,-0.0480%
2014-09-29,5.6269,5.4238,5.5965,5.6359,-0.0355,-0.6269%
2014-09-28,5.6624,5.4115,5.5838,5.6230,0.0000,0.0000%
2014-09-27,5.6624,5.4131,5.5855,5.6247,0.0000,0.0000%
2014-09-26,5.6624,5.4115,5.5838,5.6230,0.0342,0.6077%
2014-09-25,5.6282,5.4233,5.5959,5.6353,-0.0259,-0.4581%
2014-09-24,5.6541,5.4549,5.6286,5.6682,0.0014,0.0248%
2014-09-23,5.6527,5.4666,5.6407,5.6803,0.0096,0.1701%
2014-09-22,5.6431,5.4395,5.6127,5.6521,-0.0031,-0.0549%
2014-09-20,5.6462,5.4492,5.6228,5.6622,0.0000,0.0000%
2014-09-19,5.6462,5.4492,5.6228,5.6622,-0.0257,-0.4531%
2014-09-18,5.6719,5.4491,5.6226,5.6620,-0.0595,-1.0381%
2014-09-17,5.7314,5.5234,5.6993,5.7393,-0.0035,-0.0610%
2014-09-16,5.7349,5.5399,5.7163,5.7565,0.0098,0.1712%
2014-09-15,5.7251,5.5348,5.7110,5.7512,-0.0084,-0.1465%
2014-09-14,5.7335,5.5184,5.6941,5.7341,0.0000,0.0000%
2014-09-13,5.7335,5.5184,5.6941,5.7341,0.0000,0.0000%
2014-09-12,5.7335,5.5184,5.6941,5.7341,-0.0187,-0.3251%
2014-09-11,5.7522,5.5339,5.7101,5.7503,-0.0418,-0.7214%
2014-09-10,5.7940,5.5422,5.7187,5.7589,-0.0219,-0.3766%
2014-09-09,5.8159,5.5769,5.7545,5.7949,-0.0312,-0.5336%
2014-09-08,5.8471,5.6394,5.8190,5.8598,0.0000,0.0000%
2014-09-07,5.8471,5.6609,5.8412,5.8822,0.0000,0.0000%
2014-09-06,5.8471,5.6609,5.8412,5.8822,0.0000,0.0000%
2014-09-05,5.8471,5.6609,5.8412,5.8822,-0.0277,-0.4715%
2014-09-04,5.8748,5.6366,5.8161,5.8569,0.0128,0.2184%
2014-09-03,5.8620,5.6441,5.8238,5.8648,-0.0421,-0.7131%
2014-09-02,5.9041,5.6580,5.8382,5.8792,-0.0116,-0.1961%
2014-09-01,5.9157,5.6918,5.8731,5.9143,-0.0239,-0.4024%
2014-08-31,5.9396,5.7036,5.8852,5.9266,0.0000,0.0000%
2014-08-30,5.9396,5.7036,5.8852,5.9266,0.0000,0.0000%
2014-08-29,5.9396,5.7036,5.8852,5.9266,0.0072,0.1214%
2014-08-28,5.9324,5.7151,5.8971,5.9385,0.0102,0.1722%
2014-08-27,5.9222,5.7060,5.8877,5.9291,0.0004,0.0068%
2014-08-26,5.9218,5.7186,5.9007,5.9421,0.0050,0.0845%
2014-08-25,5.9168,5.7145,5.8965,5.9379,-0.0122,-0.2058%
2014-08-24,5.9290,5.7157,5.8977,5.9391,0.0000,0.0000%
2014-08-23,5.9290,5.7157,5.8977,5.9391,0.0000,0.0000%
2014-08-22,5.9290,5.7157,5.8977,5.9391,-0.0070,-0.1179%
2014-08-21,5.9360,5.7231,5.9054,5.9468,-0.0421,-0.7042%
2014-08-20,5.9781,5.7375,5.9202,5.9618,-0.0167,-0.2786%
2014-08-19,5.9948,5.7755,5.9594,6.0012,-0.0119,-0.1981%
2014-08-18,6.0067,5.7891,5.9734,6.0154,0.0014,0.0233%
2014-08-17,6.0053,5.7818,5.9658,6.0078,0.0000,0.0000%
2014-08-16,6.0053,5.7818,5.9658,6.0078,0.0000,0.0000%
2014-08-15,6.0053,5.7818,5.9658,6.0078,-0.0076,-0.1264%
2014-08-14,6.0129,5.7928,5.9772,6.0192,-0.0037,-0.0615%
2014-08-13,6.0166,5.7985,5.9831,6.0251,-0.0008,-0.0133%
2014-08-12,6.0174,5.8096,5.9945,6.0367,-0.0118,-0.1957%
2014-08-11,6.0292,5.8207,6.0060,6.0482,-0.0101,-0.1672%
2014-08-10,6.0393,5.8345,6.0203,6.0625,0.0000,0.0000%
2014-08-09,6.0393,5.8345,6.0203,6.0625,0.0000,0.0000%
2014-08-08,6.0393,5.8345,6.0203,6.0625,0.0016,0.0265%
2014-08-07,6.0377,5.8162,6.0014,6.0436,0.0225,0.3741%
2014-08-06,6.0152,5.8115,5.9965,6.0387,0.0016,0.0266%
2014-08-05,6.0136,5.8023,5.9871,6.0291,-0.0036,-0.0598%
2014-08-04,6.0172,5.8148,5.9999,6.0421,0.0146,0.2432%
