ÈÕÆÚ,ÖÐ¼ä¼Û,³®Âò¼Û,»ãÂò¼Û,³®/»ãÂô¼Û,ÕÇµø¶î,ÕÇµø·ù
2015-10-27,5.2438,5.0648,5.2263,5.2789,0.0000,0.0000%
2015-10-26,5.2438,5.0644,5.2259,5.2785,-0.0326,-0.6178%
2015-10-23,5.2764,5.0574,5.2187,5.2711,-0.0201,-0.3795%
2015-10-22,5.2965,5.0991,5.2614,5.2984,0.0025,0.0472%
2015-10-21,5.2940,5.1088,5.2715,5.3085,-0.0315,-0.5915%
2015-10-20,5.3255,5.1169,5.2799,5.3169,0.0052,0.0977%
2015-10-19,5.3203,5.1417,5.3054,5.3426,-0.0186,-0.3484%
2015-10-16,5.3389,5.1494,5.3133,5.3507,0.0073,0.1369%
2015-10-15,5.3316,5.1675,5.3321,5.3695,0.0338,0.6380%
2015-10-14,5.2978,5.1368,5.3004,5.3376,0.0269,0.5103%
2015-10-13,5.2709,5.1112,5.2740,5.3110,-0.0057,-0.1080%
2015-10-12,5.2766,5.0827,5.2446,5.2814,-0.0169,-0.3193%
2015-10-09,5.2935,5.0925,5.2546,5.2916,-0.0010,-0.0189%
2015-10-08,5.2945,5.1167,5.2797,5.3167,-0.0098,-0.1848%
2015-10-07,5.3043,5.1102,5.2732,5.3262,0.0000,0.0000%
2015-10-06,5.3043,5.0924,5.2548,5.3076,0.0000,0.0000%
2015-10-05,5.3043,5.0975,5.2601,5.3129,0.0000,0.0000%
2015-10-02,5.3043,5.1506,5.3149,5.3683,0.0000,0.0000%
2015-10-01,5.3043,5.1222,5.2855,5.3387,0.0000,0.0000%
2015-09-30,5.3043,5.1035,5.2662,5.3192,-0.0138,-0.2595%
2015-09-29,5.3181,5.1269,5.2901,5.3273,0.0251,0.4742%
2015-09-28,5.2930,5.1283,5.2916,5.3288,-0.0144,-0.2713%
2015-09-25,5.3074,5.0978,5.2604,5.3132,0.0015,0.0283%
2015-09-24,5.3059,5.1309,5.2945,5.3477,-0.0028,-0.0527%
2015-09-23,5.3087,5.1257,5.2889,5.3261,0.0132,0.2493%
2015-09-22,5.2955,5.1339,5.2974,5.3346,-0.0200,-0.3763%
2015-09-21,5.3155,5.1113,5.2741,5.3111,0.0127,0.2395%
2015-09-18,5.3028,5.1213,5.2843,5.3215,0.0225,0.4261%
2015-09-17,5.2803,5.0760,5.2379,5.2905,-0.0144,-0.2720%
2015-09-16,5.2947,5.1082,5.2709,5.3079,0.0049,0.0926%
2015-09-15,5.2898,5.1305,5.2938,5.3310,0.0095,0.1799%
2015-09-14,5.2803,5.1239,5.2870,5.3242,0.0050,0.0948%
2015-09-11,5.2753,5.1054,5.2680,5.3050,-0.0248,-0.4679%
2015-09-10,5.3001,5.0968,5.2591,5.2961,0.0037,0.0699%
2015-09-09,5.2964,5.0834,5.2453,5.2821,-0.0356,-0.6677%
2015-09-08,5.3320,5.1258,5.2890,5.3262,-0.0146,-0.2731%
2015-09-07,5.3466,5.1494,5.3133,5.3507,0.0445,0.8393%
2015-09-06,5.3021,5.1385,5.3024,5.3556,0.0000,0.0000%
2015-09-04,5.3021,5.1518,5.3161,5.3695,0.0000,0.0000%
2015-09-03,5.3021,5.1005,5.2632,5.3160,0.0354,0.6721%
2015-09-02,5.2667,5.1268,5.2900,5.3272,0.0000,0.0000%
2015-09-01,5.2667,5.1268,5.2900,5.3272,-0.0051,-0.0967%
2015-08-31,5.2718,5.0838,5.2457,5.2825,-0.0276,-0.5208%
2015-08-28,5.2994,5.0896,5.2517,5.2885,-0.0563,-1.0512%
2015-08-27,5.3557,5.1385,5.3021,5.3393,-0.0362,-0.6714%
2015-08-26,5.3919,5.1972,5.3627,5.4003,0.0206,0.3835%
2015-08-25,5.3713,5.1579,5.3224,5.3758,0.1409,2.6939%
2015-08-24,5.2304,5.2058,5.3715,5.4093,0.0635,1.2290%
2015-08-23,5.1669,5.0485,5.2092,5.2458,0.0000,0.0000%
2015-08-22,5.1669,5.0303,5.1905,5.2269,0.0118,0.2289%
2015-08-21,5.1551,4.9969,5.1560,5.1922,0.0000,0.0000%
2015-08-20,5.1551,4.9796,5.1382,5.1742,0.0120,0.2333%
2015-08-19,5.1431,4.9654,5.1235,5.1595,0.0013,0.0253%
2015-08-18,5.1418,4.9650,5.1231,5.1591,-0.0033,-0.0641%
2015-08-17,5.1451,4.9678,5.1260,5.1620,0.0010,0.0194%
2015-08-14,5.1441,4.9663,5.1244,5.1604,0.0181,0.3531%
2015-08-13,5.1260,4.9669,5.1251,5.1611,0.0736,1.4567%
2015-08-12,5.0524,4.9724,5.1307,5.1667,0.1205,2.4433%
2015-08-11,4.9319,4.8899,5.0456,5.0810,-0.0109,-0.2205%
2015-08-10,4.9428,4.8094,4.9626,4.9974,0.0209,0.4246%
2015-08-09,4.9219,4.8262,4.9799,5.0149,0.0000,0.0000%
2015-08-08,4.9219,4.8262,4.9799,5.0149,0.0000,0.0000%
2015-08-07,4.9219,4.8262,4.9799,5.0149,0.0041,0.0834%
2015-08-06,4.9178,4.8058,4.9588,4.9936,-0.0212,-0.4292%
2015-08-05,4.9390,4.8036,4.9566,4.9914,-0.0113,-0.2283%
2015-08-04,4.9503,4.8368,4.9908,5.0258,0.0022,0.0445%
2015-08-03,4.9481,4.8350,4.9890,5.0240,-0.0006,-0.0121%
2015-08-02,4.9487,4.8384,4.9925,5.0275,0.0000,0.0000%
2015-08-01,4.9487,4.8384,4.9925,5.0275,0.0000,0.0000%
2015-07-31,4.9487,4.8384,4.9925,5.0275,-0.0012,-0.0242%
2015-07-30,4.9499,4.8242,4.9778,5.0128,-0.0164,-0.3302%
2015-07-29,4.9663,4.8482,5.0025,5.0377,-0.0133,-0.2671%
2015-07-28,4.9796,4.8535,5.0080,5.0432,0.0187,0.3769%
